educ,income
high school,52000
high school,52000
high school,52000
high school,52000
high school,52000
high school,52000
high school,52000
high school,52000
high school,52000
high school,52000
high school,52000
high school,52000
high school,52000
high school,52900
high school,53000
high school,53000
high school,53000
high school,53000
high school,53900
high school,54000
high school,54000
high school,54000
high school,54000
high school,54000
high school,54000
high school,54000
high school,55000
high school,55000
high school,55000
high school,55000
high school,55000
high school,55000
high school,55000
high school,55000
high school,55000
high school,55000
high school,55000
high school,55000
high school,55000
high school,56000
high school,56000
high school,56000
high school,56000
high school,56000
high school,56000
high school,56000
high school,56000
high school,56000
high school,56000
high school,56000
high school,56000
high school,56000
high school,56000
high school,56900
high school,57000
high school,57000
high school,57000
high school,57000
high school,57500
high school,58000
high school,58000
high school,58000
high school,58000
high school,58000
high school,58000
high school,58000
high school,58000
high school,58000
high school,58000
high school,58000
high school,58000
high school,58000
high school,58000
high school,58300
high school,59000
high school,59000
high school,59000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,60000
high school,61000
high school,61000
high school,61200
high school,62000
high school,62000
high school,62000
high school,62000
high school,62000
high school,62000
high school,62500
high school,63000
high school,63000
high school,63000
high school,63000
high school,63500
high school,63800
high school,64000
high school,64000
high school,64500
high school,64500
high school,65000
high school,65000
high school,65000
high school,65000
high school,65000
high school,65000
high school,65000
high school,65000
high school,65000
high school,65000
high school,65000
high school,65000
high school,65000
high school,65000
high school,66000
high school,66000
high school,66000
high school,66300
high school,66500
high school,67000
high school,67000
high school,67000
high school,67000
high school,67000
high school,67000
high school,68000
high school,68000
high school,68000
high school,68000
high school,68000
high school,70000
high school,70000
high school,70000
high school,70000
high school,70000
high school,70000
high school,70000
high school,70000
high school,70000
high school,70000
high school,70000
high school,71000
high school,71500
high school,72000
high school,72000
high school,72000
high school,72000
high school,72000
high school,72000
high school,72000
high school,72000
high school,72000
high school,72000
high school,72000
high school,74000
high school,74000
high school,74000
high school,74000
high school,75000
high school,75000
high school,75000
high school,75000
high school,75000
high school,76000
high school,76000
high school,76000
high school,76000
high school,78000
high school,78000
high school,78000
high school,78000
high school,79000
high school,80000
high school,80000
high school,80000
high school,80000
high school,80000
high school,80000
high school,80000
high school,80000
high school,80000
high school,80000
high school,80000
high school,80000
high school,80400
high school,82000
high school,82000
high school,82000
high school,83000
high school,84600
high school,85000
high school,85000
high school,85000
high school,85000
high school,85000
high school,85000
high school,88000
high school,89000
high school,89000
high school,90000
high school,90000
high school,90000
high school,90000
high school,90000
high school,90000
high school,90000
high school,90000
high school,90000
high school,90000
high school,90000
high school,91000
high school,94600
high school,95000
high school,95000
high school,96000
high school,97200
high school,98000
high school,98000
high school,98000
high school,99000
high school,1.00E+05
high school,1.00E+05
high school,1.00E+05
high school,1.00E+05
high school,1.00E+05
high school,1.00E+05
high school,104000
high school,105000
high school,110000
high school,110000
high school,110000
high school,110000
high school,115000
high school,115000
high school,115000
high school,119000
high school,120000
high school,120000
high school,120000
high school,125000
high school,125000
high school,125000
high school,130000
high school,130000
high school,140000
high school,144000
high school,150000
high school,172400
high school,151700
high school,179600
high school,177300
high school,177500
high school,183100
high school,166300
high school,153800
high school,172800
high school,177000
college,1200
college,1500
college,2000
college,3200
college,3400
college,4000
college,4000
college,4000
college,5000
college,5000
college,6000
college,7000
college,8000
college,8000
college,8000
college,8200
college,9000
college,9200
college,10000
college,10000
college,10000
college,10000
college,10000
college,10000
college,10000
college,10100
college,10500
college,10800
college,11000
college,11000
college,11000
college,12000
college,12000
college,12000
college,12000
college,12000
college,12000
college,12000
college,12000
college,12000
college,12000
college,12500
college,14000
college,14000
college,14700
college,15000
college,15000
college,15000
college,15000
college,15000
college,15000
college,15000
college,15000
college,15300
college,15700
college,16000
college,16000
college,17000
college,17000
college,18000
college,18000
college,18000
college,18000
college,18400
college,19000
college,19300
college,20000
college,20000
college,20000
college,20000
college,20000
college,20000
college,20000
college,20000
college,21800
college,22000
college,22000
college,22000
college,22000
college,23900
college,24000
college,24000
college,24500
college,25000
college,25000
college,25000
college,25000
college,25000
college,25000
college,26000
college,26000
college,26000
college,26000
college,26000
college,26000
college,27000
college,27000
college,27000
college,27000
college,27000
college,27300
college,28000
college,28000
college,28000
college,29000
college,29000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30000
college,30300
college,31000
college,31000
college,31500
college,32000
college,32000
college,32000
college,32000
college,32000
college,32000
college,32000
college,32100
college,32600
college,33000
college,33000
college,33000
college,33000
college,33000
college,33500
college,34000
college,34000
college,34000
college,34000
college,34000
college,34500
college,34900
college,35000
college,35000
college,35000
college,35000
college,35000
college,35000
college,35000
college,35000
college,35000
college,35000
college,35000
college,35000
college,36000
college,36000
college,36000
college,36000
college,36700
college,37000
college,37000
college,37000
college,37000
college,37000
college,37000
college,37300
college,37500
college,38000
college,38400
college,39000
college,39000
college,39500
college,39500
college,40000
college,40000
college,40000
college,40000
college,40000
college,40000
college,40000
college,40000
college,40000
college,40000
college,40000
college,40000
college,40000
college,40300
college,41000
college,42000
college,42000
college,42000
college,42000
college,42000
college,42000
college,42500
college,43000
college,43000
college,43000
college,44000
college,44000
college,44000
college,44000
college,45000
college,45000
college,45000
college,45000
college,45000
college,45000
college,45000
college,45300
college,45500
college,46000
college,46000
college,46000
college,46000
college,46000
college,46100
college,47000
college,47000
college,47000
college,47000
college,48000
college,48000
college,48600
college,49000
college,49000
college,50000
college,50000
college,50000
college,50000
college,50000
college,50000
college,50000
college,50000
college,50000
college,50000
college,50000
college,50000
college,51000
college,51000
college,51000
college,51300
college,52000
college,52000
college,52000
college,52000
college,52000
college,52000
college,52500
college,53000
college,53000
college,53000
college,53000
college,55000
college,55000
college,55000
college,55000
college,55000
college,55000
college,55000
college,56000
college,57000
college,57000
college,57000
college,57000
college,57000
college,57600
college,58000
college,58000
college,58000
college,58000
college,58500
college,58500
college,59900
college,60000
college,60000
college,60000
college,60000
college,60000
college,60000
college,60000
college,60000
college,60000
college,60000
college,60000
college,60000
college,60200
college,61000
college,62000
college,62000
college,62000
college,62000
college,62000
college,62000
college,62000
college,63000
college,63000
college,63000
college,63000
college,63900
college,65000
college,65000
college,65000
college,65000
college,65000
college,65000
college,65000
college,65000
college,65000
college,65000
college,65000
college,66800
college,67500
college,67500
college,69000
college,69000
college,69000
college,69500
college,70000
college,70000
college,70000
college,70000
college,70000
college,70000
college,70000
college,70000
college,70000
college,70000
college,70500
college,71000
college,71500
college,72000
college,72000
college,72000
college,73000
college,73000
college,73000
college,74000
college,74000
college,74000
college,75000
college,75000
college,75000
college,75000
college,75000
college,75000
college,75000
college,75000
college,77000
college,77000
college,78000
college,78000
college,79000
college,80000
college,80000
college,80000
college,80000
college,80000
college,80000
college,80000
college,80000
college,80000
college,80000
college,80000
college,80000
college,81000
college,82000
college,82000
college,82000
college,85000
college,85000
college,85000
college,85000
college,85000
college,85000
college,85000
college,85000
college,85000
college,86000
college,86000
college,87000
college,88000
college,88000
college,89000
college,89000
college,90000
college,90000
college,90000
college,90000
college,90000
college,90000
college,91000
college,91500
college,91500
college,92000
college,92000
college,92000
college,92000
college,93000
college,94000
college,95000
college,95000
college,95000
college,95000
college,95000
college,95000
college,95000
college,96000
college,96000
college,96700
college,97000
college,98000
college,98000
college,98000
college,1.00E+05
college,1.00E+05
college,1.00E+05
college,1.00E+05
college,1.00E+05
college,1.00E+05
college,1.00E+05
college,1.00E+05
college,1.00E+05
college,1.00E+05
college,102000
college,102000
college,102800
college,103000
college,103000
college,104000
college,105000
college,105000
college,105000
college,108000
college,108000
college,110000
college,110000
college,110000
college,110000
college,113000
college,115000
college,115000
college,115000
college,115000
college,115000
college,116000
college,117000
college,120000
college,120000
college,120000
college,120000
college,120000
college,123000
college,125000
college,125000
college,125000
college,125000
college,125000
college,126000
college,126000
college,129000
college,130000
college,135000
college,135000
college,135000
college,135000
college,138000
college,140000
college,140000
college,140000
college,140000
college,146000
college,150000
college,150000
college,150000
college,455100
college,185300
college,151400
college,242700
college,270500
college,193300
college,157600
college,172400
college,152400
college,178500
college,167800
college,232300
college,284800
college,229800
college,425000
college,153800
college,216700
college,221200
college,166000
college,279800
college,267900
college,152400
college,287700
college,275600
college,156600
college,214300
college,393100
college,184400
college,187800
college,209100
college,170400
college,188800
college,553800
college,159900
college,231600
college,247100
college,156900
college,221900
college,230900
college,168800
graduate,1100
graduate,1200
graduate,1500
graduate,1500
graduate,2000
graduate,2700
graduate,3000
graduate,3630
graduate,5200
graduate,5500
graduate,6000
graduate,6000
graduate,7000
graduate,8000
graduate,8000
graduate,9000
graduate,9000
graduate,10000
graduate,10000
graduate,10000
graduate,10180
graduate,12000
graduate,12000
graduate,13000
graduate,15000
graduate,15000
graduate,15000
graduate,16000
graduate,16000
graduate,16000
graduate,16000
graduate,16000
graduate,16000
graduate,16500
graduate,18500
graduate,20000
graduate,20000
graduate,20000
graduate,20000
graduate,20000
graduate,20000
graduate,20000
graduate,22000
graduate,22000
graduate,23000
graduate,24000
graduate,24000
graduate,24000
graduate,25000
graduate,25000
graduate,25000
graduate,25000
graduate,26000
graduate,28000
graduate,28000
graduate,28000
graduate,28500
graduate,29000
graduate,29000
graduate,29000
graduate,30000
graduate,30000
graduate,30000
graduate,30000
graduate,30000
graduate,30000
graduate,30000
graduate,30824
graduate,31000
graduate,32000
graduate,32253
graduate,32500
graduate,33000
graduate,33000
graduate,33000
graduate,33000
graduate,33000
graduate,33600
graduate,34000
graduate,34000
graduate,34000
graduate,34000
graduate,34500
graduate,35000
graduate,35000
graduate,35000
graduate,35000
graduate,35000
graduate,35000
graduate,35000
graduate,35000
graduate,35100
graduate,35942
graduate,36000
graduate,36000
graduate,36000
graduate,36000
graduate,37000
graduate,37000
graduate,37000
graduate,38000
graduate,38000
graduate,38000
graduate,38000
graduate,38000
graduate,38500
graduate,39000
graduate,39000
graduate,39000
graduate,39000
graduate,39500
graduate,40000
graduate,40000
graduate,40000
graduate,40000
graduate,40000
graduate,40000
graduate,40000
graduate,40000
graduate,40000
graduate,40000
graduate,40000
graduate,40482
graduate,40500
graduate,40500
graduate,41000
graduate,41000
graduate,41000
graduate,41138
graduate,42000
graduate,42000
graduate,42000
graduate,42000
graduate,42000
graduate,42000
graduate,42000
graduate,42000
graduate,42000
graduate,42000
graduate,43000
graduate,43000
graduate,43000
graduate,43000
graduate,43450
graduate,44000
graduate,44000
graduate,44768
graduate,45000
graduate,45000
graduate,45000
graduate,45000
graduate,45000
graduate,45000
graduate,46000
graduate,46000
graduate,46000
graduate,47000
graduate,47000
graduate,48000
graduate,48000
graduate,48000
graduate,48000
graduate,48000
graduate,48500
graduate,49000
graduate,49000
graduate,49938
graduate,50000
graduate,50000
graduate,50000
graduate,50000
graduate,50000
graduate,50000
graduate,50000
graduate,50000
graduate,50000
graduate,50000
graduate,50000
graduate,51000
graduate,51000
graduate,51000
graduate,51000
graduate,51000
graduate,51000
graduate,51800
graduate,52000
graduate,52000
graduate,52000
graduate,52000
graduate,52000
graduate,52000
graduate,52000
graduate,52000
graduate,52900
graduate,53000
graduate,53000
graduate,53000
graduate,53000
graduate,53000
graduate,53600
graduate,54000
graduate,54000
graduate,54500
graduate,54500
graduate,55000
graduate,55000
graduate,55000
graduate,55000
graduate,55000
graduate,55000
graduate,55000
graduate,55000
graduate,55000
graduate,55000
graduate,55500
graduate,56000
graduate,56000
graduate,56400
graduate,57000
graduate,57000
graduate,57000
graduate,58000
graduate,58000
graduate,58000
graduate,58000
graduate,58000
graduate,58000
graduate,59000
graduate,59000
graduate,59800
graduate,60000
graduate,60000
graduate,60000
graduate,60000
graduate,60000
graduate,60000
graduate,60000
graduate,60000
graduate,60000
graduate,60000
graduate,61000
graduate,61000
graduate,61000
graduate,61000
graduate,62000
graduate,62000
graduate,62000
graduate,62500
graduate,63000
graduate,63000
graduate,64000
graduate,64000
graduate,64000
graduate,64320
graduate,65000
graduate,65000
graduate,65000
graduate,65000
graduate,65000
graduate,65000
graduate,65000
graduate,65000
graduate,65000
graduate,65000
graduate,66000
graduate,67000
graduate,67000
graduate,67500
graduate,67500
graduate,68000
graduate,68000
graduate,68000
graduate,68000
graduate,68000
graduate,68000
graduate,68434
graduate,69000
graduate,69000
graduate,69600
graduate,70000
graduate,70000
graduate,70000
graduate,70000
graduate,70000
graduate,70000
graduate,70000
graduate,70000
graduate,71000
graduate,71000
graduate,72000
graduate,72000
graduate,73000
graduate,73000
graduate,73000
graduate,74000
graduate,74481
graduate,74500
graduate,75000
graduate,75000
graduate,75000
graduate,75419
graduate,76000
graduate,76000
graduate,77000
graduate,78000
graduate,78600
graduate,79000
graduate,79000
graduate,79000
graduate,80000
graduate,80000
graduate,80000
graduate,80000
graduate,80000
graduate,80000
graduate,80000
graduate,80000
graduate,80000
graduate,80000
graduate,81000
graduate,82000
graduate,82000
graduate,82376
graduate,84000
graduate,84000
graduate,85000
graduate,85000
graduate,85000
graduate,85000
graduate,85000
graduate,85000
graduate,85000
graduate,85000
graduate,85000
graduate,85300
graduate,85605
graduate,86000
graduate,86000
graduate,87000
graduate,88000
graduate,88000
graduate,89000
graduate,89000
graduate,90000
graduate,90000
graduate,90000
graduate,90000
graduate,90000
graduate,90000
graduate,90000
graduate,91000
graduate,91000
graduate,92000
graduate,92000
graduate,92000
graduate,92500
graduate,93000
graduate,95000
graduate,95000
graduate,95000
graduate,96000
graduate,96000
graduate,96000
graduate,96000
graduate,97000
graduate,97000
graduate,97000
graduate,99000
graduate,99000
graduate,99000
graduate,1.00E+05
graduate,1.00E+05
graduate,1.00E+05
graduate,1.00E+05
graduate,1.00E+05
graduate,1.00E+05
graduate,1.00E+05
graduate,1.00E+05
graduate,1.00E+05
graduate,100035
graduate,101000
graduate,102000
graduate,102500
graduate,104000
graduate,105000
graduate,105000
graduate,106000
graduate,108000
graduate,108000
graduate,108888
graduate,110000
graduate,110000
graduate,110000
graduate,110000
graduate,110000
graduate,110500
graduate,112000
graduate,114000
graduate,115000
graduate,115000
graduate,115000
graduate,116000
graduate,116000
graduate,118000
graduate,120000
graduate,120000
graduate,120000
graduate,120000
graduate,120000
graduate,120000
graduate,122000
graduate,123000
graduate,124000
graduate,125000
graduate,125000
graduate,126000
graduate,130000
graduate,130000
graduate,130000
graduate,130000
graduate,130000
graduate,133000
graduate,135000
graduate,135000
graduate,138000
graduate,140000
graduate,147000
graduate,150000
graduate,150000
graduate,150000
graduate,150000
graduate,150000
graduate,177417.7762
graduate,238060.0208
graduate,411635.7967
graduate,177102.7364
graduate,198908.3389
graduate,187984.4915
graduate,156424.2118
graduate,165461.2881
graduate,151334.7828
graduate,199256.1153
graduate,198880.5918
graduate,181347.4702
graduate,257176.06
graduate,160016.6457
graduate,429208.3241
graduate,158209.5635
graduate,157708.5506
graduate,179204.435
graduate,406326.7905
graduate,242284.9571
graduate,159496.9432
graduate,166944.0533
graduate,246309.887
graduate,351586.3231
graduate,191454.3287
graduate,204878.8207
graduate,308790.0839
graduate,168167.7126
graduate,152316.7036
graduate,168068.5824
graduate,235690.7228
graduate,217246.2934
graduate,194773.1424
graduate,193181.0891
graduate,179693.3241
graduate,185208.7474
graduate,258280.6894
graduate,173266.3024
graduate,199605.0047
graduate,237324.6502
graduate,169600.9036
graduate,246052.2501
graduate,176288.8073
graduate,202799.6038
graduate,228785.816
graduate,371301.7191
graduate,158996.68
graduate,213107.0878
graduate,195224.7424
graduate,150630.5611
graduate,255330.1502
graduate,241469.3488
